CLASS,Normalized Fixed Acidity ,Normalized volatile Acidity,Normalized citric acid,Normalized residual sugar,Normalized chlorides,Normalized free sulfur dioxide,Normalized total sulfur dioxide,Normalized density,Normalized pH,Normalized sulphates,Normalized alcohol
5,0.172096961,-1.272432031,0.04800112128,-0.9842010265,-0.3100081197,-0.8413847367,0.9092952349,-0.4438493205,0.8724919677,1.140551684,0.2322097749
6,-0.5389871149,-1.272432031,-0.1999174995,-1.043354656,-0.08113052025,-0.6061653511,-0.9968685115,-0.2766588786,2.329588576,0.1766048985,-0.1741307838
5,-0.5389871149,-0.2802135892,1.618152386,0.04112856001,-0.3557836396,1.393199426,2.250669723,0.492417154,-1.048226289,-0.6120788352,-1.39315246
6,0.8831810369,-0.8755446545,0.7091174433,-0.9644831498,-0.08113052025,-1.723457433,-0.5732765679,-0.8785444694,-0.981994625,2.192129996,1.85757201
6,0.527638999,1.505779607,0.295919742,-0.3532289732,-0.8135388386,-1.076604122,-0.5732765679,-1.012296823,0.2764069915,-0.5244473092,2.182644457
6,-2.079669279,0.315117476,-0.2825570397,-1.08279041,-0.4015591595,-0.4297508119,0.320973091,-0.6779159392,2.329588576,0.6147625283,-0.3366670073
5,-0.7760151402,-0.7763228103,-0.6131152008,-0.9250473965,2.161869955,0.2759073449,0.5327690628,-0.5441635856,1.667271936,1.491077788,0.3947459984
6,0.05358294835,-1.173210187,0.1306406615,-1.003918903,-0.1269060401,-0.8413847367,1.026959664,-0.4438493205,0.4088703195,1.140551684,0.2322097749
7,1.00169505,0.4143393202,1.204954685,-0.8067401365,-0.2642325998,-0.4297508119,-0.5732765679,-0.9788587345,0.07771199942,0.2642364245,1.85757201
6,-0.4204731023,-0.5778791219,3.188303651,0.08056431333,-0.17268156,-0.1357265799,0.6974992631,0.5927314191,-0.4521413128,-1.137867991,-1.068080013
6,-0.0649310643,-0.180991745,-0.03463841898,-0.9644831498,0.05619603943,0.5111267305,0.6739663773,-0.4104112321,-0.4521413128,-0.4368157833,-0.01159456033
6,-1.961155267,0.9104485413,-0.03463841898,-1.02363678,-0.8135388386,-1.311823508,-1.349861798,-1.27980153,1.203650288,-0.9626049391,0.9636227806
5,1.831293138,-0.8755446545,0.7917569836,-0.8461758898,0.2850736389,-0.9001895831,-0.8086054254,-0.00915417164,-2.240396241,-0.2615527313,-0.8242756777
5,1.712779125,-0.6771009661,0.6264779031,-0.8264580132,0.1935225991,-0.6649701975,-0.7144738824,-0.00915417164,-2.240396241,-0.3491842573,-0.8242756777
6,-0.0649310643,-1.272432031,-0.1172779592,0.4749218466,0.5597267583,-0.6649701975,-0.6674081109,1.060864656,1.40234528,-0.7873418871,-1.39315246
7,1.238723075,-1.173210187,2.527187329,2.091787733,0.1935225991,1.98124789,1.685880465,2.130883484,-0.2534463207,0.1766048985,-0.9868119012
8,1.120209062,-0.6771009661,0.4611988226,-0.9053295198,-0.5388857192,1.569613966,0.9798938922,-1.012296823,-0.6508363048,2.279761522,1.695035786
6,2.542377214,-0.3794354334,1.370233765,-1.02363678,0.1019715593,-0.5473605047,-0.7380067682,-0.7447921159,0.1439436634,-1.313131043,1.532499563
6,-1.368585203,-0.6771009661,-0.7783942813,-0.8067401365,0.05619603943,1.452004273,1.191689864,0.3252267121,3.058136881,2.016866944,-0.3366670073
8,1.120209062,0.1166737876,0.2132802018,0.1200000667,-0.17268156,0.1582976521,0.5327690628,0.02428391674,0.4751019836,-1.050236465,0.5572822219
5,-0.183445077,-0.9747664987,-0.2825570397,0.001692806684,0.1019715593,0.2759073449,2.650728781,0.5258552424,0.6737969756,0.2642364245,-0.417935119
5,-0.183445077,-0.9747664987,-0.2825570397,0.001692806684,0.1019715593,0.2759073449,2.650728781,0.5258552424,0.6737969756,0.2642364245,-0.417935119
6,1.831293138,2.99410727,-0.5304756605,1.135470715,-0.5846612391,0.09949280566,-0.5262107963,0.6261695075,-1.313152945,-0.8749734131,0.2322097749
6,0.4091249863,-1.173210187,-0.1172779592,-1.102508286,-0.2642325998,0.8639558089,-0.4085463676,-0.6110397624,0.5413336476,-1.400762569,-0.417935119
5,0.8831810369,2.597219893,-0.8610338215,-0.8658937665,-0.7677633187,-1.311823508,0.2974402052,-0.310096967,-0.981994625,-1.400762569,-0.09286267207
6,1.831293138,2.99410727,-0.5304756605,1.135470715,-0.5846612391,0.09949280566,-0.5262107963,0.6261695075,-1.313152945,-0.8749734131,0.2322097749
6,-0.3019590896,-0.2802135892,-0.1999174995,1.184765406,0.6055022782,0.9815655017,1.003426778,1.462121717,2.130893584,-0.1739212054,-0.5804713425
8,0.527638999,-0.4786572777,0.295919742,-0.8856116431,-0.2184570799,0.9227606553,0.6269006058,-1.079173,0.4751019836,-0.7873418871,1.369963339
8,0.527638999,1.10889223,0.295919742,-1.043354656,-0.1269060401,0.04068795926,-0.5968094536,-1.012296823,1.336113616,-0.08628967941,1.776303898
7,0.172096961,1.803445139,0.4611988226,-0.03774294664,-0.3100081197,0.6287364233,0.5798348343,-0.4104112321,0.1439436634,-1.225499517,1.369963339
7,1.594265113,0.7120048529,0.5438383628,-0.01802506998,-0.3100081197,-0.01811688714,0.5563019486,-0.1429065251,-0.2534463207,-1.313131043,1.126159004
8,1.120209062,0.1166737876,0.2132802018,0.1200000667,-0.17268156,0.1582976521,0.5327690628,0.02428391674,0.4751019836,-1.050236465,0.5572822219
4,2.779405239,0.7120048529,0.4611988226,-1.08279041,-0.17268156,-1.194213815,-1.820519513,-0.5441635856,-1.511847937,-1.838920199,-0.09286267207
7,1.357237088,2.894885426,0.4611988226,-0.4912541099,-0.5388857192,-0.7825798903,-0.3850134818,-0.7782302043,0.6737969756,1.578709314,1.85757201
7,-0.4204731023,0.9104485413,-0.03463841898,-0.4912541099,-0.8593143584,0.2759073449,-0.1967503957,-1.146049176,0.6075653116,-0.8749734131,1.776303898
6,-1.368585203,-0.6771009661,-0.7783942813,-0.8067401365,0.05619603943,1.452004273,1.191689864,0.3252267121,3.058136881,2.016866944,-0.3366670073
5,-0.183445077,-0.9747664987,-0.2825570397,0.001692806684,0.1019715593,0.2759073449,2.650728781,0.5258552424,0.6737969756,0.2642364245,-0.417935119
5,1.120209062,-1.47087572,-0.2825570397,-0.9053295198,-0.2642325998,0.4523218841,0.9563610064,0.492417154,1.601040272,-0.6997103612,-1.230616236
5,0.8831810369,-0.8755446545,0.6264779031,-1.043354656,-0.2642325998,0.1582976521,0.1091771191,-1.112611088,-1.776774593,-0.6120788352,0.7198184453
6,0.527638999,-0.5778791219,0.6264779031,1.776301706,0.1935225991,1.157980041,1.238755636,1.997131131,0.8724919677,0.8776571062,-1.311884348
6,-0.6575011276,0.1166737876,0.5438383628,0.02141068335,-0.3100081197,0.4523218841,0.6739663773,0.4255409772,-0.2534463207,-0.4368157833,-0.9868119012
8,-0.0649310643,0.7120048529,-0.1172779592,-0.7870222598,0.1019715593,-0.01811688714,-0.8321383112,-0.9788587345,0.6075653116,-0.2615527313,1.207427116
7,-0.4204731023,-0.8755446545,-0.1172779592,-0.9842010265,-0.2642325998,-0.2533362727,-0.1496846242,-0.6110397624,1.137418624,0.4394994764,0.2322097749
6,-0.7760151402,-1.570097564,-0.6131152008,-0.13633233,-0.08113052025,1.216784887,0.4621704055,0.3586648005,2.197125248,-1.050236465,-0.01159456033
7,-1.013043166,-1.47087572,-0.4478361203,-0.13633233,-0.3557836396,1.216784887,1.203456307,0.2583505354,2.660746896,-0.5244473092,0.06967355141
7,-0.5389871149,-0.2802135892,-0.03463841898,-0.9842010265,-0.2642325998,0.3935170377,-0.5497436821,-1.146049176,0.01148033539,-0.08628967941,0.6385503336
4,0.05358294835,0.4143393202,-1.439510603,-0.9842010265,0.239298119,-1.194213815,-0.9968685115,-0.00915417164,0.2101753275,-0.9626049391,-0.8242756777
5,0.8831810369,-0.8755446545,0.6264779031,-1.043354656,-0.2642325998,0.1582976521,0.1091771191,-1.112611088,-1.776774593,-0.6120788352,0.7198184453
7,-0.183445077,-1.47087572,-0.4478361203,-1.02363678,0.01042051953,-0.01811688714,0.03857846186,-0.4438493205,0.9387236317,-1.400762569,-0.3366670073
6,0.172096961,-1.371653876,0.6264779031,-1.08279041,-0.4015591595,-0.7825798903,-1.020401397,-0.8785444694,0.4088703195,-0.5244473092,0.3134778866
5,0.8831810369,-0.08176990081,-0.7783942813,-0.5109719865,0.5597267583,-0.9589944295,-0.5497436821,0.5927314191,-0.2534463207,-0.3491842573,-1.311884348
6,0.527638999,-0.5778791219,0.6264779031,1.776301706,0.1935225991,1.157980041,1.238755636,1.997131131,0.8724919677,0.8776571062,-1.311884348
5,0.6461530116,3.589438335,1.122315145,1.529828248,5.595033947,0.3935170377,1.097558321,1.462121717,-1.909237921,0.001341846559,-0.9868119012
6,0.8831810369,0.0174519434,0.4611988226,-0.8856116431,0.2850736389,-0.7237750439,-0.5262107963,0.02428391674,0.4088703195,-0.7873418871,-0.09286267207
7,1.712779125,-0.180991745,0.6264779031,0.5537933532,-0.17268156,0.3347121913,0.5563019486,0.1245981819,-0.5846046408,-0.9626049391,1.207427116
6,4.557115429,-0.5778791219,1.866071007,0.3566145866,-0.08113052025,0.09949280566,1.003426778,1.328369363,-2.107932913,1.66634084,-0.8242756777
6,4.557115429,-0.5778791219,1.866071007,0.3566145866,-0.08113052025,0.09949280566,1.003426778,1.328369363,-2.107932913,1.66634084,-0.8242756777
7,0.05358294835,-0.4786572777,0.04800112128,-0.7278686298,-0.630436759,-0.6649701975,-0.4085463676,-1.27980153,-0.3196779847,-0.9626049391,1.532499563
7,-0.7760151402,0.2158956318,-0.1172779592,-0.9250473965,-0.630436759,-0.3121411191,-0.1967503957,-0.9788587345,0.6075653116,-0.6997103612,0.5572822219
6,0.05358294835,-0.08176990081,0.6264779031,-0.9250473965,0.05619603943,-1.723457433,-0.1026188527,-0.3769731438,-0.2534463207,1.753972366,0.7198184453
6,0.05358294835,0.0174519434,0.6264779031,-0.9250473965,0.1935225991,-1.488238047,-0.05555308117,-0.3435350554,-0.1872146567,1.929235418,0.7198184453
7,0.05358294835,0.0174519434,-0.2825570397,-0.9447652731,0.05619603943,0.6287364233,-0.1496846242,-0.7447921159,1.07118696,-0.9626049391,0.4760141101
6,0.05358294835,1.803445139,-1.108952442,-1.08279041,0.3766246787,-1.782262279,-0.2908819388,-0.6779159392,-0.5846046408,-0.6120788352,-0.09286267207
7,0.05358294835,1.009670386,-0.1172779592,0.4157682166,-0.08113052025,0.04068795926,0.320973091,-0.2766588786,1.269881952,-1.225499517,1.207427116
7,-1.368585203,1.505779607,-0.2825570397,-0.13633233,-0.3100081197,-0.6649701975,-0.94980274,-0.6779159392,2.329588576,1.052920158,1.451231451
6,-0.3019590896,2.795663581,-1.439510603,-0.6489971232,-0.03535500036,-0.4297508119,-1.091000055,-0.00915417164,-0.4521413128,-1.225499517,-1.149348125
6,0.2906109737,0.8112266971,1.866071007,-1.003918903,0.01042051953,-0.6061653511,-0.855671197,-0.577601674,0.3426386555,-1.400762569,-0.01159456033
6,-0.0649310643,-0.4786572777,0.5438383628,-0.9447652731,0.05619603943,-1.782262279,-0.1261517384,-0.3435350554,0.2764069915,1.841603892,0.7198184453
5,-0.7760151402,0.5135611645,-0.36519658,-1.003918903,-0.17268156,-0.5473605047,-0.008487309656,0.5258552424,3.852916849,1.315814736,-0.8242756777
7,-1.487099216,2.101110672,-1.687429224,-0.3729468499,-0.3100081197,-1.076604122,-0.5262107963,-1.112611088,1.534808608,3.594234411,2.588985015
6,-0.3019590896,1.406557762,-0.03463841898,-0.7081507532,-0.5388857192,-1.194213815,-1.255730255,-1.346677707,0.6075653116,0.1766048985,2.34518068
7,0.527638999,-0.9747664987,-0.36519658,-1.02363678,-0.08113052025,-1.370628354,0.1091771191,-0.7447921159,0.07771199942,-0.08628967941,0.6385503336
6,1.4757511,-0.8755446545,0.5438383628,-1.08279041,-0.4015591595,2.216467276,0.9798938922,-0.4772874089,-0.8495312969,-1.313131043,-0.417935119
6,-1.131557178,-0.8755446545,-0.6131152008,0.1988715733,-0.5388857192,-0.1357265799,-0.361480596,0.3252267121,1.998430256,-0.6120788352,-0.3366670073
6,-0.7760151402,-1.173210187,1.122315145,-0.9842010265,-0.7677633187,-0.7237750439,-1.349861798,-1.346677707,0.4751019836,-0.6120788352,1.369963339
6,-0.3019590896,1.406557762,-0.03463841898,-0.7081507532,-0.5388857192,-1.194213815,-1.255730255,-1.346677707,0.6075653116,0.1766048985,2.34518068
6,-1.368585203,-1.421264798,-0.2825570397,-0.3532289732,-0.17268156,-0.9589944295,-0.8792040827,0.1914743586,0.8062603037,-0.6120788352,-0.9868119012
7,-1.487099216,2.101110672,-1.687429224,-0.3729468499,-0.3100081197,-1.076604122,-0.5262107963,-1.112611088,1.534808608,3.594234411,2.588985015
7,0.05358294835,-0.8755446545,-0.03463841898,-0.9447652731,-0.3100081197,-0.4885556583,-0.94980274,-1.413553883,-0.6508363048,-0.2615527313,1.451231451
7,0.527638999,-0.9747664987,-0.36519658,-1.02363678,-0.08113052025,-1.370628354,0.1091771191,-0.7447921159,0.07771199942,-0.08628967941,0.6385503336
7,0.527638999,-0.2802135892,0.2132802018,1.322790543,0.1935225991,-0.01811688714,1.450551607,1.528997894,-0.981994625,-0.2615527313,-1.311884348
7,0.527638999,-0.2802135892,0.2132802018,1.322790543,0.1935225991,-0.01811688714,1.450551607,1.528997894,-0.981994625,-0.2615527313,-1.311884348
6,0.172096961,-0.7763228103,0.04800112128,-0.13633233,-0.4931101993,-0.1945314263,-1.302796026,-0.4104112321,0.01148033539,-0.2615527313,0.8010865571
7,0.527638999,-0.2802135892,0.2132802018,1.322790543,0.1935225991,-0.01811688714,1.450551607,1.528997894,-0.981994625,-0.2615527313,-1.311884348
6,-0.6575011276,3.887103868,1.204954685,1.22420116,0.2850736389,1.275589734,1.968275094,1.294931275,-0.1209829927,0.2642364245,-0.9868119012
8,0.6461530116,1.208114074,-0.36519658,-0.1954859599,-0.08113052025,-0.2533362727,-0.3850134818,-0.00915417164,0.7400286397,0.08897337253,0.4760141101
8,0.2906109737,-0.180991745,-0.1999174995,-0.8264580132,-0.08113052025,-0.3709459655,-0.2438161672,-0.1094684368,1.004955296,1.315814736,0.3134778866
5,2.542377214,0.315117476,1.204954685,0.04112856001,-0.1269060401,-1.429433201,-1.538124884,-0.07603034839,-1.909237921,-0.9626049391,0.8823546688
4,-0.6575011276,1.10889223,-0.7783942813,0.10028219,1.063257477,-1.547042894,-0.5026779106,0.05772200511,-0.2534463207,-1.225499517,-0.2553988956
8,1.594265113,-0.5778791219,0.2132802018,0.08056431333,-0.5388857192,-1.370628354,-1.138065826,0.1245981819,-1.180689617,-0.9626049391,-0.01159456033
6,0.2906109737,-0.8755446545,-0.4478361203,-0.5504077399,-0.5846612391,-1.135408969,-1.420460455,-0.3435350554,-1.843006257,2.5426561,0.7198184453
7,0.527638999,-0.2802135892,0.2132802018,1.322790543,0.1935225991,-0.01811688714,1.450551607,1.528997894,-0.981994625,-0.2615527313,-1.311884348
6,1.238723075,-0.7763228103,0.04800112128,-1.02363678,-0.2642325998,-0.3709459655,-0.4791450248,-0.2766588786,-0.3196779847,-0.6997103612,0.06967355141
6,0.2906109737,-0.180991745,-0.1172779592,-0.09689657663,-0.4015591595,0.2171024985,-0.9733356258,-0.2097827019,0.8062603037,-0.7873418871,0.8823546688
6,0.172096961,-0.7763228103,0.04800112128,-0.13633233,-0.4931101993,-0.1945314263,-1.302796026,-0.4104112321,0.01148033539,-0.2615527313,0.8010865571
8,0.05358294835,0.2158956318,-0.03463841898,-0.4518183566,-0.4931101993,-0.5473605047,0.3915717482,-0.5107254973,0.4088703195,2.630287626,1.451231451
6,1.4757511,0.1166737876,1.287594225,0.1397179433,-0.17268156,-0.7825798903,-0.3379477103,0.1245981819,-0.3196779847,-0.6997103612,0.2322097749
6,-1.250071191,-1.073988343,-0.2825570397,-0.9842010265,-0.4015591595,1.157980041,-0.1967503957,-1.045734911,0.6737969756,-0.9626049391,0.6385503336
5,-1.131557178,1.35694684,-2.596464167,-1.102508286,-0.3557836396,-0.7825798903,-1.773453742,-0.2766588786,1.137418624,-1.137867991,-0.9868119012
6,-0.3019590896,-0.4786572777,-0.6131152008,-1.003918903,-0.03535500036,-1.135408969,-0.2438161672,-0.2097827019,1.137418624,0.9652886322,-0.417935119
3,2.068321163,2.696441737,0.1306406615,1.805878521,0.5139512384,0.01128553606,5.368777086,2.030569219,-0.981994625,1.22818321,0.3947459984
5,0.05358294835,0.7120048529,3.353582732,-1.063072533,-0.08113052025,-1.017799276,-0.1496846242,-0.6779159392,-0.3859096488,0.5271310024,-0.2553988956
7,0.8831810369,-1.371653876,3.353582732,-0.9447652731,-0.2642325998,-0.4885556583,-0.8321383112,-0.8116682927,-0.7832996329,-0.7873418871,0.2322097749
4,2.779405239,0.0174519434,1.287594225,1.066458146,-0.17268156,-0.3709459655,-0.03202019541,1.328369363,-0.5846046408,-1.313131043,-0.3366670073
6,-0.7760151402,-0.9747664987,1.287594225,-0.3729468499,0.05619603943,-1.076604122,-1.138065826,-0.7113540275,0.5413336476,-1.050236465,0.8823546688
5,-1.842641254,-1.123599265,-0.7783942813,-1.043354656,0.239298119,-0.6061653511,-0.7850725397,-0.5107254973,0.8724919677,-0.1739212054,-1.149348125
4,3.490489315,-0.2802135892,3.353582732,0.7115363665,0.4681757185,0.04068795926,2.038873751,1.228055098,-0.8495312969,-0.5244473092,-0.417935119
6,1.4757511,0.1166737876,1.287594225,0.1397179433,-0.17268156,-0.7825798903,-0.3379477103,0.1245981819,-0.3196779847,-0.6997103612,0.2322097749
6,-0.0649310643,-0.5778791219,1.287594225,-1.08279041,0.2850736389,-0.5473605047,-0.2438161672,-1.012296823,0.4088703195,-1.225499517,0.7198184453
6,0.4091249863,-0.5778791219,1.287594225,-1.063072533,-0.03535500036,-0.07692173354,0.03857846186,-1.346677707,-0.9157629609,-1.313131043,1.776303898
5,0.6461530116,-0.2802135892,1.287594225,-1.043354656,-0.17268156,-0.01811688714,0.415104634,-0.7782302043,-0.3859096488,0.5271310024,0.6385503336
7,1.594265113,-0.9747664987,1.287594225,-1.043354656,-0.5846612391,-0.4297508119,-1.349861798,-0.577601674,-1.246921281,1.66634084,-0.09286267207
5,-0.8945291529,-0.5778791219,1.287594225,-0.9644831498,0.239298119,-1.017799276,-1.208664483,-0.4104112321,0.7400286397,-0.2615527313,-0.743007566
4,0.172096961,1.10889223,-0.7783942813,-1.063072533,0.1019715593,-1.60584774,-0.4556121391,-0.577601674,-1.246921281,-1.576025621,-0.3366670073
5,-0.8945291529,-0.5778791219,1.287594225,-0.9644831498,0.239298119,-1.017799276,-1.208664483,-0.4104112321,0.7400286397,-0.2615527313,-0.743007566
7,-0.4204731023,0.8112266971,1.287594225,-0.6884328765,-0.7219877988,-1.135408969,-1.043934283,-1.27980153,-0.5846046408,0.001341846559,1.288695228
6,0.2906109737,0.1166737876,1.287594225,-1.02363678,-0.6762122789,-0.1945314263,-0.9262698542,-1.580744325,-0.7832996329,-1.400762569,1.369963339
5,0.6461530116,-0.2802135892,1.287594225,-1.043354656,-0.17268156,-0.01811688714,0.415104634,-0.7782302043,-0.3859096488,0.5271310024,0.6385503336
5,0.05358294835,-0.4786572777,-0.7783942813,1.539687186,0.3308491588,-0.9589944295,-1.043934283,1.39524554,-0.1209829927,0.08897337253,-0.743007566
5,1.949807151,2.795663581,3.353582732,2.259389685,0.239298119,0.9227606553,2.462465695,2.164321573,-1.313152945,1.841603892,-1.068080013
7,1.594265113,-0.9747664987,1.287594225,-1.043354656,-0.5846612391,-0.4297508119,-1.349861798,-0.577601674,-1.246921281,1.66634084,-0.09286267207
5,-0.6575011276,-0.4786572777,1.287594225,0.1397179433,0.1935225991,1.863638198,1.685880465,0.3586648005,0.2764069915,-1.313131043,-0.8242756777
5,-0.8945291529,-0.2802135892,1.287594225,0.2383073266,0.2850736389,1.863638198,2.062406637,0.5258552424,-0.1872146567,-0.1739212054,-1.311884348
5,0.4091249863,-0.180991745,3.353582732,1.421379926,0.1935225991,1.216784887,0.5563019486,1.328369363,-1.048226289,-0.4368157833,-1.39315246
5,0.4091249863,0.315117476,-0.7783942813,-0.9842010265,0.5139512384,-1.076604122,-0.5026779106,-0.4104112321,-0.1872146567,-1.225499517,-0.01159456033
5,1.357237088,-0.2802135892,1.287594225,-1.02363678,0.6970533179,-0.4885556583,-0.5026779106,-0.07603034839,-0.7170679689,-1.313131043,-0.9055437895
6,0.172096961,-0.9747664987,1.287594225,-0.2152038366,-0.2642325998,-0.07692173354,-0.3144148245,-0.8785444694,0.3426386555,-0.7873418871,1.369963339
6,1.120209062,1.505779607,1.287594225,1.303072666,-0.5846612391,0.09949280566,0.4621704055,0.492417154,-0.3196779847,-1.225499517,0.6385503336
6,1.712779125,-0.7763228103,3.353582732,-0.3828057882,-0.08113052025,-0.1357265799,-0.1967503957,-0.5441635856,0.4088703195,-0.6120788352,1.369963339
6,-0.6575011276,-0.08176990081,1.287594225,-1.02363678,0.7886043577,-0.01811688714,-1.091000055,-0.9788587345,1.269881952,-0.6120788352,1.369963339
6,0.6461530116,-1.173210187,1.287594225,-1.02363678,0.4224001986,-1.017799276,0.2739073194,-0.7782302043,0.2764069915,-0.1739212054,0.5572822219
6,0.6461530116,-1.173210187,1.287594225,-1.02363678,0.4224001986,-1.017799276,0.2739073194,-0.7782302043,0.2764069915,-0.1739212054,0.5572822219
6,0.05358294835,-0.8755446545,1.287594225,0.04112856001,-0.4473346794,0.8051509625,0.7916308061,-0.2766588786,0.07771199942,-1.926551725,0.8010865571
6,1.120209062,1.505779607,1.287594225,1.303072666,-0.5846612391,0.09949280566,0.4621704055,0.492417154,-0.3196779847,-1.225499517,0.6385503336
5,0.4091249863,1.208114074,1.287594225,-1.043354656,0.1019715593,-1.429433201,-0.008487309656,-0.3769731438,-1.180689617,-0.6120788352,-0.9868119012
6,1.120209062,1.505779607,1.287594225,1.303072666,-0.5846612391,0.09949280566,0.4621704055,0.492417154,-0.3196779847,-1.225499517,0.6385503336
7,0.8831810369,2.398776204,1.287594225,1.500251433,-0.5388857192,0.09949280566,0.415104634,0.5927314191,-0.3196779847,-0.9626049391,1.044890892
5,1.712779125,-0.6771009661,1.287594225,2.643888279,0.3766246787,0.8639558089,2.180071066,2.398388191,-1.313152945,0.4394994764,-1.068080013
5,0.05358294835,0.6127830087,3.353582732,0.9481508865,1.063257477,0.5111267305,0.2739073194,0.9271123029,-1.246921281,2.805550677,-1.068080013
6,-0.6575011276,-0.08176990081,1.287594225,-1.02363678,0.7886043577,-0.01811688714,-1.091000055,-0.9788587345,1.269881952,-0.6120788352,1.369963339
6,1.712779125,-0.7763228103,3.353582732,-0.3828057882,-0.08113052025,-0.1357265799,-0.1967503957,-0.5441635856,0.4088703195,-0.6120788352,1.369963339
6,0.2906109737,-0.5778791219,3.353582732,-0.7278686298,-0.08113052025,0.3935170377,0.1327100049,-1.012296823,0.8062603037,-0.6997103612,1.369963339
6,1.238723075,-1.669319408,1.287594225,-0.3729468499,0.1019715593,-0.4885556583,-0.1261517384,0.1914743586,0.3426386555,-0.6120788352,0.06967355141
6,1.949807151,-1.073988343,3.353582732,-0.5504077399,0.1935225991,-0.3709459655,-0.2438161672,-0.4104112321,0.6075653116,-0.7873418871,1.532499563
6,-0.5389871149,-1.322042953,1.287594225,-0.1954859599,0.1019715593,1.099175194,0.6033677201,0.1914743586,2.462051904,-0.4368157833,0.2322097749
6,0.6461530116,-1.173210187,1.287594225,-1.02363678,0.4224001986,-1.017799276,0.2739073194,-0.7782302043,0.2764069915,-0.1739212054,0.5572822219
6,1.712779125,-0.8755446545,1.287594225,-1.02363678,0.239298119,-1.429433201,-0.03202019541,-0.7447921159,-0.8495312969,-0.2615527313,0.3947459984
8,1.357237088,1.605001451,1.287594225,0.5340754766,-0.6762122789,0.6287364233,0.2974402052,-0.4772874089,-0.1872146567,-1.926551725,1.776303898
5,0.172096961,-0.7763228103,3.353582732,-1.102508286,-0.08113052025,-0.9589944295,0.5798348343,-0.310096967,1.799735264,0.3518679504,-0.2553988956
6,0.05358294835,-0.8755446545,1.287594225,0.04112856001,-0.4473346794,0.8051509625,0.7916308061,-0.2766588786,0.07771199942,-1.926551725,0.8010865571
7,0.2906109737,-0.2802135892,1.287594225,-0.6687149999,-0.7219877988,-0.3121411191,-0.9968685115,-1.246363442,-0.3859096488,-0.8749734131,1.451231451
5,-0.4204731023,-0.3794354334,-0.7783942813,-0.9447652731,0.01042051953,-1.194213815,-1.844052399,-0.4104112321,0.01148033539,-0.8749734131,-0.5804713425
5,0.4091249863,1.208114074,1.287594225,-1.043354656,0.1019715593,-1.429433201,-0.008487309656,-0.3769731438,-1.180689617,-0.6120788352,-0.9868119012
7,0.8831810369,2.398776204,1.287594225,1.500251433,-0.5388857192,0.09949280566,0.415104634,0.5927314191,-0.3196779847,-0.9626049391,1.044890892
6,1.120209062,1.505779607,1.287594225,1.303072666,-0.5846612391,0.09949280566,0.4621704055,0.492417154,-0.3196779847,-1.225499517,0.6385503336
5,1.120209062,-0.6771009661,1.287594225,-0.9940599648,0.2850736389,-1.723457433,-2.126447028,-0.9788587345,-0.2534463207,-1.838920199,0.7198184453
6,0.172096961,-0.7763228103,1.287594225,-0.09689657663,-0.3557836396,0.2171024985,-0.2438161672,-0.07603034839,0.1439436634,-0.08628967941,0.2322097749
4,0.05358294835,-0.2802135892,-0.7783942813,-0.5504077399,0.5139512384,-1.311823508,-1.255730255,0.05772200511,-1.313152945,-0.08628967941,-0.8242756777
6,0.4091249863,-1.966984941,1.287594225,-1.003918903,0.1935225991,-1.017799276,0.2268415479,0.1580362702,1.799735264,-0.4368157833,-0.2553988956
5,0.2906109737,5.673097063,1.287594225,0.4552039699,-0.8135388386,0.2759073449,1.074025435,0.7264837726,0.2101753275,-1.137867991,0.1509416632
6,0.8831810369,2.29955436,-0.7783942813,-1.02363678,-0.2642325998,-1.488238047,-0.8086054254,-0.6779159392,-0.9157629609,-1.751288673,0.2322097749
6,1.238723075,-0.5778791219,-0.7783942813,-0.3532289732,-0.08113052025,0.2171024985,0.4857032913,-0.4438493205,-1.313152945,-1.838920199,0.8010865571
6,1.00169505,-1.173210187,1.287594225,-0.8658937665,0.4681757185,-0.9001895831,-0.3379477103,0.2583505354,0.8724919677,0.001341846559,0.1509416632
6,0.4091249863,-1.966984941,1.287594225,-1.003918903,0.1935225991,-1.017799276,0.2268415479,0.1580362702,1.799735264,-0.4368157833,-0.2553988956
6,-0.3019590896,-0.2802135892,-0.7783942813,-0.9250473965,0.1019715593,-0.5473605047,-0.3379477103,0.05772200511,1.203650288,0.9652886322,-0.3366670073
6,-0.183445077,-1.173210187,1.287594225,-0.7870222598,0.01042051953,1.275589734,1.144624093,0.3921028889,2.859441888,2.805550677,-0.09286267207
4,0.05358294835,-0.2802135892,-0.7783942813,-0.5504077399,0.5139512384,-1.311823508,-1.255730255,0.05772200511,-1.313152945,-0.08628967941,-0.8242756777
3,0.7646670243,0.4143393202,-0.7783942813,-0.3532289732,0.3308491588,-1.60584774,-0.1026188527,0.5927314191,-0.3196779847,0.08897337253,-1.149348125
6,0.6461530116,0.0174519434,1.287594225,-0.9644831498,-0.5388857192,-0.9001895831,-0.2908819388,-0.7447921159,-1.379384609,-0.8749734131,0.06967355141
6,-0.7760151402,-1.272432031,1.287594225,-1.08279041,-0.5846612391,-1.076604122,-2.055848371,-0.2766588786,0.7400286397,1.841603892,-0.9055437895
6,-0.183445077,-0.2802135892,3.353582732,2.565016773,0.3766246787,0.5111267305,0.7210321489,2.130883484,2.130893584,-0.3491842573,-0.5804713425
